store,level_1,counts
store_0,AB01,378
store_0,AB02,144
store_0,Ab11,132
store_0,AB09,107
store_0,AB14,93
store_0,AB16,82
store_0,AB03,80
store_0,AB05,58
store_0,AB08,52
store_0,Ab13,49
store_0,AB06,30
store_0,Ab12,15
store_0,AB15,11
store_0,AB21,3
store_0,200000,3
store_0,200001,1
store_1,AB01,2505
store_1,AB02,1106
store_1,2980,466
store_1,AB03,459
store_1,2984,448
store_1,1,309
store_1,1000000000,285
store_1,AB11,232
store_1,AB08,217
store_1,AB21,171
store_1,AB05,163
store_1,AB09,140
store_1,AB06,94
store_1,2,67
store_1,AB14,61
store_1,200000,55
store_1,BC050MA0037,50
store_1,AB13,49
store_1,AB12,39
store_1,AB58,30
store_1,AB22,30
store_1,200001,26
store_1,ABS300,24
store_1,AB56,19
store_1,AB19,17
store_1,AB07,17
store_1,AB50,14
store_1,AB52,11
store_1,AB15,11
store_1,AB26,10
store_1,AB62,9
store_1,AB63,9
store_1,AB60,8
store_1,AB23,8
store_1,AB57,8
store_1,AB24,6
store_1,AB51,5
store_1,AB25,5
store_1,AB16,5
store_1,AB54,5
store_1,AB04,5
store_1,AB29,4
store_1,AB27,4
store_1,AB28,4
store_1,AB55,3
store_1,AB53,2
store_1,AB64,1
store_1,AB59,1
store_10,TEV0283,54186
store_10,TEV0111,3733
store_10,TEV0106,3733
store_10,TEV0079,3425
store_10,TEV0104,3246
store_10,TEV0472,3138
store_10,TEV0109,2779
store_10,TEV0389,2731
store_10,TEV0154,2729
store_10,TEV0384,2691
store_10,TEVB1122,2658
store_10,TEV0279,2508
store_10,TEV0081,2363
store_10,TEV0339,2360
store_10,TEV0386,2089
store_10,TEV0467,2055
store_10,TEV0156,1868
store_10,TEV0341,1770
store_10,TEV0391,1742
store_10,TEV0049,1692
store_10,TEVD029,1686
store_10,TEV0282,1612
store_10,TEV0059,1493
store_10,TEV0149,1492
store_10,TEV0044,1452
store_10,TEV0353,1397
store_10,TEV0399,1395
store_10,TEV0108,1323
store_10,TEV0264,1315
store_10,TEV0083,1305
store_10,TEV0113,1262
store_10,TEV0244,1245
store_10,TEV0393,1245
store_10,TEV0101,1134
store_10,TEV0266,1121
store_10,TEV0099,1094
store_10,TEV0246,1069
store_10,TEV0388,1059
store_10,TEV0158,1002
store_10,TEV0487,984
store_10,TEV0401,978
store_10,TEV0096,971
store_10,TEV0394,953
store_10,TEV0051,936
store_10,TEV0061,907
store_10,TEV0355,897
store_10,TEV0094,888
store_10,TEV0513,854
store_10,TEV0084,842
store_10,TEV0053,842
store_10,TEV0343,832
store_10,TEV0151,827
store_10,TEV0046,777
store_10,TEV0396,754
store_10,TEV0802,745
store_10,TEV0134,734
store_10,TEVB112,728
store_10,TEV0234,722
store_10,TEV0259,689
store_10,TEV0136,677
store_10,TEV0456,675
store_10,TEV0063,675
store_10,TEV0573,668
store_10,TEV0048,637
store_10,TEV0461,620
store_10,TEV0943,613
store_10,TEV0268,612
store_10,TEV0357,601
store_10,TEV0489,600
store_10,TEV0364,594
store_10,TEV0089,583
store_10,TEV0274,581
store_10,TEV0086,572
store_10,TEV0463,570
store_10,TEV0945,556
store_10,TEV0236,552
store_10,TEV0376,537
store_10,TEV0578,534
store_10,TEV0374,527
store_10,TEV0074,525
store_10,TEV0069,515
store_10,TEV0153,514
store_10,TEV0491,504
store_10,TEV0796,501
store_10,TEV0121,478
store_10,TEV0409,476
store_10,TEV0562,447
store_10,TEV0947,446
store_10,TEV0403,435
store_10,TEV0541,422
store_10,TEV0103,420
store_10,TEV0536,419
store_10,TEV0144,412
store_10,TEV0284,410
store_10,TEV0119,408
store_10,TEV0138,402
store_10,TEV0263,401
store_10,TEV0469,399
store_10,TEV0093,393
store_10,TEV0248,393
store_10,TEV0451,388
store_10,TEV0404,386
store_10,TEV0261,384
store_10,TEV0786,378
store_10,TEV0333,378
store_10,TEV0114,371
store_10,TEV0398,370
store_10,TEV0804,369
store_10,TEV0366,366
store_10,TEV0076,360
store_10,TEV0526,359
store_10,TEV0791,358
store_10,TEV0098,353
store_10,TEV0278,345
store_10,TEV0344,344
store_10,TEV0276,341
store_10,TEV0379,335
store_10,TEV0543,335
store_10,TEV0798,334
store_10,TEV0643,332
store_10,TEV0928,331
store_10,TEV0116,325
store_10,TEV0148,316
store_10,TEV0515,315
store_10,TEV0481,315
store_10,TEV0238,314
store_10,TEV0336,314
store_10,TEV0088,312
store_10,TEV0531,304
store_10,TEV0159,303
store_10,TEV0436,301
store_10,TEV0091,297
store_10,TEV0458,295
store_10,TEV0538,288
store_10,TEV0346,286
store_10,TEV0411,281
store_10,TEV0958,278
store_10,TEV0645,277
store_10,TEV0254,273
store_10,TEV0788,273
store_10,TEV0431,272
store_10,TEV1008,272
store_10,TEV0729,266
store_10,TEV0073,265
store_10,TEV0521,264
store_10,TEV0800,261
store_10,TEV0413,259
store_10,TEV0164,248
store_10,TEV0406,244
store_10,TEV0795,241
store_10,TEV0123,240
store_10,TEV0231,239
store_10,TEV0124,237
store_10,TEV1011,237
store_10,TEV0363,236
store_10,TEV0054,236
store_10,TEV0806,234
store_10,TEV0129,233
store_10,TEV0146,229
store_10,TEV0591,228
store_10,TEV0169,226
store_10,TEV0078,222
store_10,TEV0678,217
store_10,TEV0540,216
store_10,TEV0383,215
store_10,TEV0960,214
store_10,TEV0378,214
store_10,TEV0589,212
store_10,TEV0693,209
store_10,TEV0933,208
store_10,TEV0071,207
store_10,TEV0141,207
store_10,TEV0256,206
store_10,TEV0360,206
store_10,TEV0460,205
store_10,TEV0793,203
store_10,TEV0358,202
store_10,TEV0790,200
store_10,TEV0668,200
store_10,TEV0530,200
store_10,TEV0064,200
store_10,TEV0575,197
store_10,TEV0525,197
store_10,TEV0932,197
store_10,TEV1013,196
store_10,TEV0990,194
store_10,TEV0133,194
store_10,TEV0670,194
store_10,TEV0171,194
store_10,TEV0438,193
store_10,TEV0528,192
store_10,TEV0229,186
store_10,TEV0476,185
store_10,TEV0545,185
store_10,TEV0535,185
store_10,TEV0224,183
store_10,TEV0516,180
store_10,TEV0139,179
store_10,TEV0424,179
store_10,TEV0368,176
store_10,TEV0239,176
store_10,TEV0166,176
store_10,TEV0465,175
store_10,TEV1006,173
store_10,TEV0126,172
store_10,TEV0647,171
store_10,TEV0058,170
store_10,TEV0163,170
store_10,TEV0673,168
store_10,TEV0930,167
store_10,TEV0082,166
store_10,TEV0161,161
store_10,TEV0471,160
store_10,TEV0118,160
store_10,TEV0271,160
store_10,TEV0066,159
store_10,TEV0446,158
store_10,TEV0381,157
store_10,TEV0533,157
store_10,TEV0428,157
store_10,TEV0441,156
store_10,TEV0348,153
store_10,TEV0577,153
store_10,TEV0453,152
store_10,TEV0338,151
store_10,TEV0482,151
store_10,TEV0601,150
store_10,TEV0455,149
store_10,TEV0128,148
store_10,TEV0563,146
store_10,TEV0697,146
store_10,TEV0214,144
store_10,TEV0663,141
store_10,TEV0362,141
store_10,TEV0962,140
store_10,TEV0258,140
store_10,TEV0599,138
store_10,TEV1020,138
store_10,TEV0682,135
store_10,TEV0565,135
store_10,TEV0168,135
store_10,TEV0523,134
store_10,TEV0228,133
store_10,TEV0604,132
store_10,TEV0269,132
store_10,TEV0923,129
store_10,TEV0680,129
store_10,TEV0683,128
store_10,TEV0570,128
store_10,TEV0743,127
store_10,TEV0173,126
store_10,TEV0935,126
store_10,TEV0219,125
store_10,TEV0408,125
store_10,TEV0739,124
store_10,TEV0783,124
store_10,TEV0695,122
store_10,TEV1016,122
store_10,TEV0480,120
store_10,TEV0226,119
store_10,TEV0731,118
store_10,TEV0937,118
store_10,TEV0419,117
store_10,TEV0754,117
store_10,TEV0433,114
store_10,TEV0973,112
store_10,TEV0773,111
store_10,TEV0760,111
store_10,TEV0781,110
store_10,TEV0906,109
store_10,TEV0183,109
store_10,TEV0905,107
store_10,TEV0131,107
store_10,TEV0218,107
store_10,TEV0486,107
store_10,TEV0606,105
store_10,TEV0593,105
store_10,TEV0756,105
store_10,TEV0080,105
store_10,TEV0975,104
store_10,TEV0675,103
store_10,TEV0971,102
store_10,TEV0249,101
store_10,TEV0395,101
store_10,TEV0546,101
store_10,TEV0609,100
store_10,TEV1010,100
store_10,TEV1015,99
store_10,TEV0520,99
store_10,TEV0677,97
store_10,TEV1026,96
store_10,TEV0910,95
store_10,TEV0733,94
store_10,TEV0611,94
store_10,TEV0564,92
store_10,TEV0925,92
store_10,TEV0927,91
store_10,TEV1031,91
store_10,TEV0907,90
store_10,TEV0253,90
store_10,TEV0665,90
store_10,TEV0672,89
store_10,TEV0241,89
store_10,TEV0440,89
store_10,TEV0267,89
store_10,TEV0421,89
store_10,TEV0143,89
store_10,TEV1021,88
store_10,TEV0478,88
store_10,TEV1061,88
store_10,TEV0687,86
store_10,TEV0484,86
store_10,TEV1044,85
store_10,TEV0209,85
store_10,TEV0561,84
store_10,TEV1028,84
store_10,TEV0251,84
store_10,TEV0518,84
store_10,TEV0179,83
store_10,TEV0435,82
store_10,TEV0916,82
store_10,TEV1060,80
store_10,TEV0568,80
store_10,TEV0233,80
store_10,TEV0630,80
store_10,TEV0243,79
store_10,TEV0445,79
store_10,TEV0667,79
store_10,TEV0769,79
store_10,TEV0745,79
store_10,TEV0188,78
store_10,TEV1030,78
store_10,TEV0703,78
store_10,TEV0746,77
store_10,TEV1063,76
store_10,TEV0216,74
store_10,TEV0628,73
store_10,TEV0068,73
store_10,TEV0112,71
store_10,TEV0741,71
store_10,TEV1040,70
store_10,TEV0980,70
store_10,TEV0566,70
store_10,TEV0763,70
store_10,TEV0265,70
store_10,TEV0221,70
store_10,TEV0952,69
store_10,TEV0385,68
store_10,TEV0632,67
store_10,TEV0184,67
store_10,TEV0909,66
store_10,TEV1042,66
store_10,TEV0548,66
store_10,TEV0397,65
store_10,TEV0056,64
store_10,TEV0724,64
store_10,TEV0719,64
store_10,TEV0908,64
store_10,TEV0948,64
store_10,TEV0550,64
store_10,TEV1018,63
store_10,TEV0191,63
store_10,TEV0157,62
store_10,TEV0758,62
store_10,TEV0613,62
store_10,TEV0685,62
store_10,TEV0776,61
store_10,TEV0443,61
store_10,TEV0734,61
store_10,TEV0662,61
store_10,TEV1071,61
store_10,TEV0996,60
store_10,TEV0387,60
store_10,TEV0976,59
store_10,TEV0778,59
store_10,TEV0744,59
store_10,TEV1065,58
store_10,TEV0280,58
store_10,TEV0423,57
store_10,TEV0223,57
store_10,TEV1035,57
store_10,TEV0785,56
store_10,TEV0110,56
store_10,TEV0707,56
store_10,TEV1000,56
store_10,TEV0551,54
store_10,TEV0938,54
store_10,TEV0572,54
store_10,TEV0917,54
store_10,TEV0780,54
store_10,TEV1075,53
store_10,TEV0950,53
store_10,TEV1073,53
store_10,TEV0714,53
store_10,TEV0273,53
store_10,TEV0199,52
store_10,TEV0365,51
store_10,TEV0603,51
store_10,TEV1037,50
store_10,TEV0558,49
store_10,TEV0377,49
store_10,TEV1025,49
store_10,TEV0623,48
store_10,TEV0738,47
store_10,TEV0608,47
store_10,TEV0392,46
store_10,TEV0627,46
store_10,TEV0963,46
store_10,TEV0759,46
store_10,TEV0213,46
store_10,TEV0105,44
store_10,TEV0569,44
store_10,TEV0555,44
store_10,TEV0700,44
store_10,TEV0991,43
store_10,TEV1128,43
store_10,TEV0198,43
store_10,TEV0426,42
store_10,TEV1033,42
store_10,TEV0625,42
store_10,TEV0107,42
store_10,TEV0178,42
store_10,TEV0560,42
store_10,TEV0390,41
store_10,TEV0400,41
store_10,TEV0998,41
store_10,TEV0768,41
store_10,TEV0553,41
store_10,TEV0050,41
store_10,TEV0450,41
store_10,TEV0657,41
store_10,TEV0211,40
store_10,TEV0698,40
store_10,TEV0367,40
store_10,TEV0648,39
store_10,TEV0203,39
store_10,TEV1070,39
store_10,TEV0567,39
store_10,TEV0658,39
store_10,TEV0155,39
store_10,TEV0702,38
store_10,TEV0688,37
store_10,TEV0652,37
store_10,TEV0803,37
store_10,TEV0556,37
store_10,TEV0174,37
store_10,TEV0653,37
store_10,TEV0747,36
store_10,TEV0978,36
store_10,TEV0102,35
store_10,TEV0448,35
store_10,TEV1045,35
store_10,TEV1036,35
store_10,TEV1001,35
store_10,TEV1041,35
store_10,TEV0942,34
store_10,TEV0993,34
store_10,TEV0705,34
store_10,TEV1047,34
store_10,TEV0277,33
store_10,TEV1023,33
store_10,TEV0194,33
store_10,TEV0275,32
store_10,TEV0985,32
store_10,TEV1005,32
store_10,TEV0761,31
store_10,TEV0718,31
store_10,TEV0771,31
store_10,TEV0181,30
store_10,TEV0340,30
store_10,TEV1043,29
store_10,TEV0995,28
store_10,TEV1126,28
store_10,TEV0062,28
store_10,TEV1066,28
store_10,TEV0619,28
store_10,TEV0235,28
store_10,TEV0371,28
store_10,TEV0762,27
store_10,TEV1081,27
store_10,TEV0542,27
store_10,TEV0342,27
store_10,TEV0375,27
store_10,TEV0544,25
store_10,TEV0354,25
store_10,TEV0922,25
store_10,TEV0721,25
store_10,TEV0369,25
store_10,TEV0728,24
store_10,TEV0764,24
store_10,TEV0981,24
store_10,TEV0100,24
store_10,TEV0690,24
store_10,TEV1038,24
store_10,TEV0356,23
store_10,TEV0237,23
store_10,TEV0692,23
store_10,TEV0414,23
store_10,TEV0748,22
store_10,TEV1115,22
store_10,TEV0655,22
store_10,TEV0337,22
store_10,TEV0915,22
store_10,TEV0940,21
store_10,TEV0622,21
store_10,TEV1083,21
store_10,TEV0805,21
store_10,TEV1110,20
store_10,TEV0418,20
store_10,TEV0097,20
store_10,TEV0402,20
store_10,TEV0638,20
store_10,TEV1113,20
store_10,TEV0726,19
store_10,TEV0983,19
store_10,TEV0918,19
store_10,TEV0640,19
store_10,TEV0192,18
store_10,TEV0723,18
store_10,TEV0955,18
store_10,TEV1068,18
store_10,TEV1130,18
store_10,TEV0650,18
store_10,TEV0167,18
store_10,TEV0416,17
store_10,TEV0152,17
store_10,TEV1085,17
store_10,TEV0186,17
store_10,TEV0921,17
store_10,TEV0095,17
store_10,TEV0616,17
store_10,TEV0208,16
store_10,TEV0373,16
store_10,TEV0617,16
store_10,TEV1111,16
store_10,TEV0150,16
store_10,TEV0736,16
store_10,TEV0919,16
store_10,TEV0052,16
store_10,TEV0716,16
store_10,TEV0618,16
store_10,TEV0087,15
store_10,TEV1135,15
store_10,TEV0957,15
store_10,TEV0196,15
store_10,TEV0571,15
store_10,TEV0137,15
store_10,TEV0060,14
store_10,TEV0070,14
store_10,TEV0953,14
store_10,TEV0047,14
store_10,TEV0085,13
store_10,TEV0789,13
store_10,TEV1133,13
store_10,TEV1140,13
store_10,TEV1131,13
store_10,TEV0347,12
store_10,TEV0077,12
store_10,TEV0637,12
store_10,TEV1078,12
store_10,TEV0072,12
store_10,TEV0045,12
store_10,TEV0490,12
store_10,TEV0245,11
store_10,TEV0470,11
store_10,TEV1003,11
store_10,TEV0660,11
store_10,ZS003,11
store_10,TEV1080,11
store_10,TEV0642,11
store_10,TEV0709,10
store_10,TEV0708,10
store_10,TEV0407,10
store_10,TEV0633,10
store_10,TEV0766,10
store_10,TEV0247,9
store_10,TEV0620,9
store_10,TEV0410,9
store_10,TEV1136,9
store_10,TEV0090,9
store_10,TEV0787,9
store_10,TEV0176,9
store_10,TEV0204,9
store_10,TEV0797,9
store_10,TEV0929,9
store_10,TEV1039,8
store_10,TEV0260,8
store_10,TEV0092,8
store_10,TEV0592,8
store_10,TEV0345,8
store_10,TEV1090,8
store_10,TEV0799,7
store_10,TEV0621,7
store_10,TEV1056,7
store_10,TEV0946,7
store_10,TEV0911,7
store_10,TEV0201,7
store_10,TEV1076,7
store_10,TEV0262,7
store_10,TEV0713,7
store_10,TEV0988,7
store_10,TEV1108,7
store_10,TEV0405,7
store_10,TEV0412,7
store_10,TEV0532,6
store_10,TEV0931,6
store_10,TEV0250,6
store_10,TEV0527,6
store_10,TEV0534,6
store_10,TEV0514,6
store_10,TEV0986,6
store_10,TEV0711,6
store_10,TEV0468,6
store_10,TEV0122,6
store_10,TEV0920,6
store_10,TEV0547,6
store_10,TEV0964,6
store_10,TEV1138,6
store_10,TEV1009,6
store_10,ZS001,6
store_10,TEV0135,6
store_10,TEV0075,6
store_10,TEV0539,5
store_10,TEV1118,5
store_10,TEV0912,5
store_10,TEV0232,5
store_10,TEV0117,5
store_10,TEV1100,5
store_10,TEV1106,5
store_10,TEV0537,5
store_10,TEV0270,5
store_10,TEV1120,5
store_10,TEV0457,5
store_10,ZS100,5
store_10,ZS012,5
store_10,TEV0162,5
store_10,TEV1098,4
store_10,TEV0924,4
store_10,TEV0215,4
store_10,TEV0574,4
store_10,TEV0432,4
store_10,TEV0488,4
store_10,TEV0914,4
store_10,TEV1086,4
store_10,TEV0252,4
store_10,TEV1051,4
store_10,TEV0147,4
store_10,TEV0172,4
store_10,TEV1058,4
store_10,TEV0115,4
store_10,TEV0165,4
store_10,TEV0210,4
store_10,TEV0549,3
store_10,TEV0272,3
store_10,TEV0529,3
store_10,TEV0437,3
store_10,TEV0242,3
store_10,TEV0968,3
store_10,TEV1007,3
store_10,TEV0586,3
store_10,TEV0452,3
store_10,TEV1055,3
store_10,TEV1046,3
store_10,TEV0757,3
store_10,TEV0462,3
store_10,TEV0970,3
store_10,TEV0944,3
store_10,TEV0206,3
store_10,TEV1029,3
store_10,TEV0694,3
store_10,TEV0552,3
store_10,TEV0554,3
store_10,TEV0614,3
store_10,TEV0676,3
store_10,TEV0641,3
store_10,TEV0459,3
store_10,TEV0130,3
store_10,TEV0335,3
store_10,TEV0635,3
store_10,TEV0464,3
store_10,TEV0065,3
store_10,TEV0212,2
store_10,TEV0132,2
store_10,TEV0142,2
store_10,TEV0230,2
store_10,TEV0425,2
store_10,TEV1096,2
store_10,TEV0240,2
store_10,TEV0427,2
store_10,TEV0055,2
store_10,TEV0160,2
store_10,TEV0449,2
store_10,TEV0361,2
store_10,TEV0439,2
store_10,TEV0057,2
store_10,TEV0227,2
store_10,TEV0417,2
store_10,ZS102,2
store_10,TEV0145,2
store_10,TEV1027,2
store_10,TEV0926,2
store_10,TEV0936,2
store_10,TEV0959,2
store_10,TEV0415,2
store_10,TEV1012,2
store_10,TEV1014,2
store_10,TEV1019,2
store_10,TEV1059,2
store_10,TEV0644,2
store_10,TEV0587,2
store_10,ZS101,2
store_10,TEV1116,2
store_10,TEV1095,2
store_10,TEV0588,2
store_10,ZS002,2
store_10,ZS005,2
store_10,TEV0669,2
store_10,TEV0770,2
store_10,TEV0522,2
store_10,TEV0483,2
store_10,TEV0600,2
store_10,TEV0576,2
store_10,TEV0626,1
store_10,TEV0222,1
store_10,TEV0187,1
store_10,TEV1054,1
store_10,TEV0580,1
store_10,TEV0217,1
store_10,TEV0590,1
store_10,TEV0582,1
store_10,TEV0422,1
store_10,TEV0997,1
store_10,TEV0447,1
store_10,TEV0941,1
store_10,TEV1052,1
store_10,TEV0961,1
store_10,TEV0255,1
store_10,TEV0524,1
store_10,TEV1114,1
store_10,TEV1121,1
store_10,TEV0519,1
store_10,TEV1119,1
store_10,TEV1123,1
store_10,TEV0120,1
store_10,TEV0517,1
store_10,TEV0679,1
store_10,TEV0485,1
store_10,TEV0067,1
store_10,ZS014,1
store_10,TEV0939,1
store_10,TEV0207,1
store_10,TEV0646,1
store_10,TEV0257,1
store_10,TEV0444,1
store_10,TEV0649,1
store_10,TEV0612,1
store_10,TEV1125,1
store_10,TEV0951,1
store_10,TEV0671,1
store_10,TEV0686,1
store_10,TEV0691,1
store_10,TEV1109,1
store_10,TEV0380,1
store_10,TEV0696,1
store_10,TEV0359,1
store_10,TEV0699,1
store_10,TEV0704,1
store_10,TEV0730,1
store_10,TEV0434,1
store_10,TEV0732,1
store_10,TEV0225,1
store_10,TEV0740,1
store_10,TEV1048,1
store_10,TEV0477,1
store_10,TEV0585,1
store_10,TEV0784,1
store_10,TEV0794,1
store_10,TEV0177,1
store_10,TEV0755,1
store_10,TEV0913,1
store_10,TEV0607,1
store_10,TEV0605,1
store_10,TEV0974,1
store_11,BXRW-KG-B-M,142
store_11,BXRW-HWV3-4.5-Black,115
store_11,BXRW-CNS-W-M,100
store_11,BXRW-HWV3-4.5-White,83
store_11,BXRW-WB1L-B,78
store_11,BXRW-SSR-B,75
store_11,BXRW-VLDSH-B-M,73
store_11,BXRW-SHSS-B-L,63
store_11,BXRW-U-WDPBT-B-M,62
store_11,BXRW-KG-B-L,53
store_11,BXRW-SHSS-B-M,50
store_11,BXRW-HWV3-3-Black,43
store_11,BXRW-SHSS-B-XL,40
store_11,BXRW-CNS-B-M,39
store_11,BXRW-HWV3-4.5-Grey,38
store_11,BXRW-CNS-W-S,35
store_11,BXRW-U-WDPBT-B-L,32
store_11,BXRW-MNBG-B,30
store_11,BXRW-HWV3-4.5-Neon Red,30
store_11,BXRW-KG-B-S,29
store_11,BXRW-SHSS-N-M,28
store_11,BXRW-CNS-W-L,28
store_11,BXRW-HWV3-4.5-Neon Blue,28
store_11,BXRW-VLDSH-B-L,25
store_11,BXRW-WDPBMT-B-M,24
store_11,BXRW-U-WDPBT-B-S,24
store_11,BXRW-DCB-B-M,23
store_11,BXRW-NJB-B-M,22
store_11,BXRW-DCB-B-L,22
store_11,BXRW-U-OVS-B-M,22
store_11,BXRW-WKTJ-B-L,21
store_11,BXRW-DCB-C-M,20
store_11,BXRW-U-ESBT-B-L,20
store_11,BXRW-U-ESBT-B-M,20
store_11,BXRW-HFSMT-WH-M,19
store_11,BXRW-HWV3-4.5-Neon Yellow,19
store_11,BXRW-PPS-B-M,19
store_11,BXRW-VLDSH-B-S,18
store_11,BXRW-VLDSH-C-L,18
store_11,BXRW-SHSS-G-M,18
store_11,BXRW-SHSS-R-M,18
store_11,BXRW-W-KS-B-M,17
store_11,BXRW-U-ESBT-B-S,16
store_11,BXRW-U-WDPBT-B-XL,16
store_11,BXRW-U-ESSW-B-M,16
store_11,BXRW-PPS-B-L,16
store_11,BXRW-SST-B-M,16
store_11,BXRW-HWV3-3-White,15
store_11,BXRW-WKTP-B-L,15
store_11,BXRW-RSH-G-M,15
store_11,BXRW-W-WDPB-B-S,15
store_11,BXRW-W-WDPB-B-M,15
store_11,BXRW-U-WDPBT-B-XS,15
store_11,BXRW-SHSS-B-XS,15
store_11,BXRW-U-WDPBH-B-M,14
store_11,BXRW-DMPB-B-L,14
store_11,BXRW-VLDSH-B-XL,14
store_11,BXRW-U-HFS-B-M,14
store_11,BXRW-JWS-C-M,14
store_11,BXRW-SHSS-B-XXL,14
store_11,BXRW-DWJ-B-M,14
store_11,BXRW-U-WDPBH-B-S,14
store_11,BXRW-VLDTS-B-M,13
store_11,BXRW-JWS-B-L,13
store_11,BXRW-NJH-B-S,13
store_11,BXRW-CNS-B-S,13
store_11,BXRW-W-WSTNB-C-S,13
store_11,BXRW-W-CB-B-S,12
store_11,BXRW-SHSS-N-L,12
store_11,BXRW-WKTJ-B-S,12
store_11,BXRW-U-WDPBT-W-L,12
store_11,CREED-OS1-BG-L,12
store_11,BXRW-HWV3-4.5-Neon Green,12
store_11,BXRW-WSTNB-B-M,11
store_11,BXRW-WKTP-B-XL,11
store_11,BXRW-JWS-B-S,11
store_11,BXRW-SST-EB-M,11
store_11,BXRW-SST-W-M,11
store_11,BXRW-JWTJ-B-M,11
store_11,BXRW-ESRC-C-S,11
store_11,BXRW-WH-G,11
store_11,BXRW-DWJ-B-L,11
store_11,CREED-OS1-BG-M,11
store_11,BXRW-NJB-B-L,11
store_11,BXRW-SHSS-B-XXXL,11
store_11,BXRW-W-JB-GP-S,11
store_11,BXRW-WSTNB-B-L,11
store_11,BXRW-SLS-B-M,11
store_11,BXRW-WKTJ-B-XL,10
store_11,BXRW-WCS-N-XL,10
store_11,BXRW-WKTJ-WN-L,10
store_11,BXRW-BSS-B-L,10
store_11,BXRW-U-CG-WH-L,10
store_11,BXRW-SHSS-R-L,10
store_11,BXRW-NJSS-B-M,10
store_11,BXRW-U-CG-B-S,10
store_11,BXRW-U-HFS-B-L,10
store_11,BXRW-VLDSH-C-M,10
store_11,BXRW-HFSMT-WH-L,10
store_11,BXRW-VLDT-B-M,10
store_11,BXRW-SHSS-N-S,10
store_11,BXRW-JWS-B-M,10
store_11,BXRW-NJSS-B-L,10
store_11,BXRW-CNS-B-L,10
store_11,BXRW-HWV3-3-Neon Yellow,10
store_11,BXRW-DCB-B-S,10
store_11,BXRW-JWS-C-L,10
store_11,CREED-WKTJ-WR-L,10
store_11,BXRW-BSS-B-M,10
store_11,BXRW-U-ESHD-B-M,10
store_11,CREED-WKTP-BE-S,10
store_11,BXRW-U-WDPBH-B-L,10
store_11,CREED-WKTJ-BE-S,10
store_11,CREED-WKTJ-BE-M,10
store_11,CREED-WKTP-BE-M,10
store_11,BXRW-SCLT-B-S,10
store_11,BXRW-WDPBMT-B-S,10
store_11,BXRW-U-OVS-W-L,10
store_11,BXRW-U-HFS-WH-S,10
store_11,BXRW-U-ESSW-B-L,10
store_11,BXRW-PPS-GB-M,10
store_11,CREED-PS-EB-M,10
store_11,BXRW-U-OVS-W-M,9
store_11,BXRW-W-SHSS-B-M,9
store_11,BXRW-BSS-G-M,9
store_11,BXRW-WCS-R-M,9
store_11,BXRW-WCS-C-L,9
store_11,CREED-WS-OB-M,9
store_11,BXRW-STMT-B-L,9
store_11,BXRW-W-JB-G-S,9
store_11,BXRW-SCMT-B-M,9
store_11,BXRW-U-YVY-WH-M,9
store_11,BXRW-W-DCB-B-M,9
store_11,BXRW-JG-GP-L,9
store_11,BXRW-W-JCH-GP-S,9
store_11,BXRW-VLDTS-B-L,9
store_11,BXRW-W-DCB-B-S,9
store_11,BXRW-W-JB-GP-M,9
store_11,BXRW-W-KS-B-S,8
store_11,CREED-WS-LB-M,8
store_11,CREED-WKTJ-WR-M,8
store_11,CREED-WKTJ-WR-S,8
store_11,BXRW-U-WDPBH-B-XL,8
store_11,BXRW-HWV3-3-Grey,8
store_11,CREED-SWB-UG-M,8
store_11,BXRW-U-YVY-WH-L,8
store_11,BXRW-VLDSH-B-XS,8
store_11,BXRW-SSS-B-M,8
store_11,BXRW-W-WSTNB-C-M,8
store_11,BXRW-WSTNB-B-S,8
store_11,BXRW-W-CB-B-M,8
store_11,BXRW-U-ESHD-B-L,8
store_11,BXRW-SHSS-N-XL,8
store_11,BXRW-SHSS-R-XL,8
store_11,BXRW-SHSS-G-L,8
store_11,CREED-OS1-BG-S,8
store_11,BXRW-JSH-B-L,8
store_11,BXRW-JG-CP-L,8
store_11,BXRW-U-HFS-B-S,8
store_11,BXRW-ESRC-B-M,8
store_11,BXRW-U-HFS-WH-M,8
store_11,CREED-PS-EB-L,8
store_11,BXRW-BSS-EB-L,8
store_11,BXRW-CAP-SS-B,8
store_11,BXRW-STLS-B-M,7
store_11,BXRW-HFSMT-WH-S,7
store_11,BXRW-U-OVB-B-M,7
store_11,BXRW-U-ESSW-B-S,7
store_11,BXRW-U-YVY-WH-S,7
store_11,BXRW-JWS-C-S,7
store_11,BXRW-HWV3-3-Neon Red,7
store_11,BXRW-U-YVY-B-S,7
store_11,BXRW-WH-B,7
store_11,BXRW-WKTP-WN-L,7
store_11,BXRW-SS-B-M,7
store_11,BXRW-W-CB-R-S,7
store_11,BXRW-WSTNH-B-M,7
store_11,BXRW-JSH-G-M,7
store_11,BXRW-W-LSCT-C-S,7
store_11,BXRW-DADCP-CR,7
store_11,BXRW-DCB-B-XS,7
store_11,CREED-SWB-UG-L,7
store_11,BXRW-SHSS-B-S,7
store_11,BXRW-JG-GP-M,7
store_11,BXRW-WSTNH-B-L,7
store_11,BXRW-W-KS-B-L,7
store_11,BXRW-W-HFS-B-S,7
store_11,BXRW-VLDSH-B-XXL,7
store_11,BXRW-SSS-B-L,7
store_11,BXRW-SST-G-M,7
