store,level_1,counts
store_19,CL12940206712,1
store_19,CL12617709414,1
store_19,CL12617710116,1
store_19,CL12931200506,1
store_19,CL12715011610,1
store_19,CL12715011614,1
store_19,CL12940000212,1
store_19,CL12839811704,1
store_19,CL12930800204,1
store_19,CL12940000214,1
store_19,CL12940000216,1
store_19,CL12618901514,1
store_19,CL12931101418,1
store_19,CL12609600506,1
store_19,CL12904205916,1
store_19,CL12618402308,1
store_19,CL12618504416,1
store_19,CL12618700214,1
store_19,CL12618700216,1
store_19,CL12618700512,1
store_19,CL12728900914,1
store_19,CL12672504704,1
store_19,CL12931600516,1
store_19,CL12619100504,1
store_19,CL12933900508,1
store_19,CL12619100508,1
store_19,CL12839811716,1
store_19,CL12932603918,1
store_19,CL12672704714,1
store_19,CL12621800818,1
store_19,CL12932007310,1
store_19,CL12540401908,1
store_19,CL12758213516,1
store_19,CL12610101614,1
store_19,CL12610502806,1
store_19,CL12932710512,1
store_19,CL12610601412,1
store_19,CL12932710514,1
store_19,CL12610800906,1
store_19,CL12610700906,1
store_19,CL12932603916,1
store_19,CL12932601418,1
store_19,CL12932400516,1
store_19,CL12932400512,1
store_19,CL12932400218,1
store_19,CL12612301708,1
store_19,CL12932400214,1
store_19,CL12932203314,1
store_19,CL12932201420,1
store_19,CL12551604416,1
store_19,CL12811605914,1
store_19,CL12933800816,1
store_19,CL12460603014,1
store_19,CL12932200816,1
store_19,CL12711509416,1
store_19,CL12710801118,1
store_19,CL12932201416,1
store_19,CL12614503308,1
store_19,CL12731006018,1
store_19,CL12614506808,1
store_19,CL12551002518,1
store_19,CL12902806704,1
store_19,CL12731101608,1
store_19,CL12494501312,1
store_19,CL12750612420,1
store_19,CL12757700214,1
store_19,CL12608203410,1
store_19,CL12707911118,1
store_19,CL12671002518,1
store_19,CL12712807104,1
store_19,CL12830800514,1
store_19,CL12750900210,1
store_19,CL12731506004,1
store_19,CL12750800214,1
store_19,CL12750900212,1
store_19,CL12713000204,1
store_19,CL12750900214,1
store_19,CL12713000220,1
store_19,CL12713007114,1
store_19,CL12672002020,1
store_19,CL12716101514,1
store_19,CL12713207120,1
store_19,CL12713705914,1
store_19,CL12750600218,1
store_19,CL12750500206,1
store_19,CL12713711508,1
store_19,CL12713711510,1
store_19,CL12750300220,1
store_19,CL12814100418,1
store_19,CL12599605112,1
store_19,CL12549700210,1
store_19,CL12805700210,1
store_19,CL12925500206,1
store_19,CL12750600220,1
store_19,CL12713902504,1
store_19,CL12759000204,1
store_19,CL12807200214,1
store_19,CL12759000218,1
store_19,CL12759001304,1
store_19,CL12924600220,1
store_19,CL12763800216,1
store_19,CL12798800412,1
store_19,CL12672609416,1
store_19,CL12763409714,1
store_19,CL12763006016,1
store_19,CL12762804720,1
store_19,CL12762804718,1
store_19,CL12711509412,1
store_19,CL12762804716,1
store_19,CL12606503114,1
store_19,CL12619100220,1
store_19,CL12634100222,1
store_19,CL12762506420,1
store_19,CL12644301420,1
store_19,CL12727910120,1
store_19,CL12719206116,1
store_19,CL12711608218,1
store_19,CL12762312406,1
store_19,CL12711711704,1
store_19,CL12750900206,1
store_19,CL12708509420,1
store_19,CL12708509418,1
store_19,CL12711711718,1
store_19,CL12761702804,1
store_19,CL12759513020,1
store_19,CL12554900814,1
store_19,CL12639703210,1
store_19,CL12759100414,1
store_19,CL12713902506,1
store_19,CL12460400420,1
store_19,CL12932800420,1
store_19,CL12939609412,1
store_19,CL12714906716,1
store_19,CL12929907316,1
store_19,CL12720601520,1
store_19,CL12715409708,1
store_19,CL12905400206,1
store_19,CL12748100204,1
store_19,CL12715409716,1
store_19,CL12748008206,1
store_19,CL12847100508,1
store_19,CL12748008016,1
store_19,CL12715211712,1
store_19,CL12712900204,1
store_19,CL12940010116,1
store_19,CL12921410116,1
store_19,CL12747812404,1
store_19,CL12747912404,1
store_19,CL12747800218,1
store_19,CL12747900218,1
store_19,CL12715706516,1
store_19,CL12747611316,1
store_19,CL12623401608,1
store_19,CL12715803008,1
store_19,CL12728900910,1
store_19,CL12932300204,1
store_19,CL12746500216,1
store_19,CL12715904416,1
store_19,CL12730803804,1
store_19,CL12737510516,1
store_19,CL12715801314,1
store_19,CL12459500818,1
store_19,CL12627800214,1
store_19,CL12738511920,1
store_19,CL12920910516,1
store_19,CL12464011220,1
store_19,CL12460200510,1
store_19,CL12727103320,1
store_19,CL12803904718,1
store_19,CL12930606704,1
store_19,CL12721902816,1
store_19,CL12749611908,1
store_19,CL12749511218,1
store_19,CL12749506018,1
store_19,CL12749100518,1
store_19,CL12749000214,1
store_19,CL12939800214,1
store_19,CL12940100214,1
store_19,CL12715400214,1
store_19,CL12737700520,1
store_19,CL12716310112,1
store_19,CL12714900216,1
store_19,CL12714900510,1
store_19,CL12714900514,1
store_19,CL12623800508,1
store_19,CL12715002816,1
store_19,CL12748710020,1
store_19,CL12715205908,1
store_19,CL12715205912,1
store_19,CL12721501516,1
store_19,CL12748310306,1
store_19,CL12715300210,1
store_19,CL12748700518,1
store_19,CL12939809416,1
store_19,CL12816800216,1
store_19,CL12711305916,1
store_19,CL12764000220,1
store_19,CL12780200206,1
store_19,CL12830800510,1
store_19,CL12780003710,1
store_19,CL12780003706,1
store_19,CL12929907320,1
store_19,CL12777900216,1
store_19,CL12708300808,1
store_19,CL12777500406,1
store_19,CL12610101608,1
store_19,CL12777300206,1
store_19,CL12735412406,1
store_19,CL12777006206,1
store_19,CL12768306120,1
store_19,CL12708600516,1
store_19,CL12708600520,1
store_19,CL12731506020,1
store_19,CL12805500516,1
store_19,CL12776900212,1
store_19,CL12708700208,1
store_19,CL12929301504,1
store_19,CL12776900206,1
store_19,CL12705300212,1
store_19,CL12818300416,1
store_19,CL12708812218,1
store_19,CL12776513316,1
store_19,CL12776106116,1
store_19,CL12708800608,1
store_19,CL12776106114,1
store_19,CL12776006114,1
store_19,CL12776106108,1
store_19,CL12830801510,1
store_19,CL12725906018,1
store_19,CL12616400210,1
store_19,CL12929600416,1
store_19,CL12852001300,1
store_19,CL12664406418,1
store_19,CL12732607320,1
store_19,CL12785106916,1
store_19,CL12704900512,1
store_19,CL12784813020,1
store_19,CL12705300214,1
store_19,CL12705600210,1
store_19,CL12734600918,1
store_19,CL12805400216,1
store_19,CL12574910212,1
store_19,CL12780100212,1
store_19,CL12783013220,1
store_19,CL12707311804,1
store_19,CL12571601714,1
store_19,CL12571501712,1
store_19,CL12725601706,1
store_19,CL12674200212,1
store_19,CL12749802016,1
store_19,CL12900400220,1
store_19,CL12843700514,1
store_19,CL12930901410,1
store_19,CL12929303320,1
store_19,CL12782201306,1
store_19,CL12722211604,1
store_19,CL12782001316,1
store_19,CL12782001314,1
store_19,CL12782001306,1
store_19,CL12929600418,1
store_19,CL12724811904,1
store_19,CL12775900516,1
store_19,CL12711301204,1
store_19,CL12924803820,1
store_19,CL12817604720,1
store_19,CL12925100420,1
store_19,CL12925104720,1
store_19,CL12710600216,1
store_19,CL12926000204,1
store_19,CL12765613716,1
store_19,CL12711700418,1
store_19,CL12711700420,1
store_19,CL12636403018,1
store_19,CL12765613712,1
store_19,CL12831700214,1
store_19,CL12842311210,1
store_19,CL12765613706,1
store_19,CL12765602814,1
store_19,CL12722611416,1
store_19,CL12801913012,1
store_19,CL12765213316,1
store_19,CL12764704704,1
store_19,CL12710900220,1
store_19,CL12710904704,1
store_19,CL12931700218,1
store_19,CL12725304718,1
store_19,CL12839900216,1
store_19,CL12711200218,1
store_19,CL12727910116,1
store_19,CL12839700220,1
store_19,CL12711211806,1
store_19,CL12466410116,1
store_19,CL12764000418,1
store_19,CL12667100220,1
store_19,CL12766104704,1
store_19,CL12779700206,1
store_19,CL12710400416,1
store_19,CL12934506106,1
store_19,CL12708812210,1
store_19,CL12708812220,1
store_19,CL12775106214,1
store_19,CL12709000208,1
store_19,CL12775004716,1
store_19,CL12775000214,1
store_19,CL12775000212,1
store_19,CL12709008216,1
store_19,CL12571601710,1
store_19,CL12774500516,1
store_19,CL12774500506,1
store_19,CL12774500216,1
store_19,CL12734600916,1
store_19,CL12747900216,1
store_19,CL12768804714,1
store_19,CL12768804708,1
store_19,CL12725303014,1
store_19,CL12768306118,1
store_19,CL12768306104,1
store_19,CL12621400506,1
store_19,CL12710000516,1
store_19,CL12768300504,1
store_19,CL12768000516,1
store_19,CL12768000216,1
store_19,CL12710200504,1
store_19,CL12560402508,1
store_19,CL12710200520,1
store_19,CL12632202616,1
store_19,CL12745900214,1
store_19,CL12716101516,1
store_19,CL12703900512,1
store_19,CL12728312804,1
store_19,CL12458101524,1
store_19,CL12728903812,1
store_19,CL12728900912,1
store_19,CL12901101310,1
store_19,CL12721401506,1
store_19,CL12857701300,1
store_19,CL12721401514,1
store_19,CL12728611216,1
store_19,CL12721404712,1
store_19,CL12721404714,1
store_19,CL12721404718,1
store_19,CL12721500404,1
store_19,CL12928400804,1
store_19,CL12728312808,1
store_19,CL12721600210,1
store_19,CL12745900206,1
store_19,CL12798800218,1
store_19,CL12721600220,1
store_19,CL12662807308,1
store_19,CL12609201506,1
store_19,CL12932200804,1
store_19,CL12727903820,1
store_19,CL12721700214,1
store_19,CL12727903320,1
store_19,CL12929311820,1
store_19,CL12727903318,1
store_19,CL12659000204,1
store_19,CL12721700514,1
store_19,CL12721802106,1
store_19,CL12759001310,1
store_19,CL12721201504,1
store_19,CL12729311216,1
store_19,CL12729405904,1
store_19,CL12564600814,1
store_19,CL12738407318,1
store_19,CL12720210018,1
store_19,CL12720211204,1
store_19,CL12720211214,1
store_19,CL12720211218,1
store_19,CL12931101404,1
store_19,CL12652200206,1
store_19,CL12720211310,1
store_19,CL12720211320,1
store_19,CL12720506008,1
store_19,CL12730700212,1
store_19,CL12720704712,1
store_19,CL12730600220,1
store_19,CL12730600218,1
store_19,CL12720210020,1
store_19,CL12721610506,1
store_19,CL12730411816,1
store_19,CL12730400616,1
store_19,CL12664900216,1
store_19,CL12720810518,1
store_19,CL12727103306,1
store_19,CL12730211504,1
store_19,CL12730205904,1
store_19,CL12934509408,1
store_19,CL12730311504,1
store_19,CL12721100220,1
store_19,CL12729800514,1
store_19,CL12729800204,1
store_19,CL12853000700,1
store_19,CL12727700316,1
store_19,CL12721902804,1
store_19,CL12727600504,1
store_19,CL12610502808,1
store_19,CL12725711220,1
store_19,CL12725711212,1
store_19,CL12725711204,1
store_19,CL12725700520,1
store_19,CL12725700506,1
store_19,CL12723001604,1
store_19,CL12725711804,1
store_19,CL12782901708,1
store_19,CL12721802116,1
store_19,CL12723001614,1
store_19,CL12723007304,1
store_19,CL12816400204,1
store_19,CL12725203016,1
store_19,CL12724811906,1
store_19,CL12723300416,1
store_19,CL12724600512,1
store_19,CL12929301512,1
store_19,CL12724312212,1
store_19,CL12768306106,1
store_19,CL12776000212,1
store_19,CL12603700904,1
store_19,CL12931711216,1
store_19,CL12723812604,1
store_19,CL12723403306,1
store_19,CL12723603308,1
store_19,CL12723403308,1
store_19,CL12723512616,1
store_19,CL12723812616,1
store_19,CL12723503314,1
store_19,CL12725711812,1
store_19,CL12725711818,1
store_19,CL12727505916,1
store_19,CL12725806016,1
store_19,CL12727505914,1
store_19,CL12779700208,1
store_19,CL12722001306,1
store_19,CL12727403004,1
store_19,CL12727311104,1
store_19,CL12727300514,1
store_19,CL12726810116,1
store_19,CL126665800212,1
store_19,CL12722001316,1
store_19,CL12722211516,1
store_19,CL12639510506,1
store_19,CL12654900214,1
store_19,CL12841505416,1
store_19,CL12726403016,1
store_19,CL12708800604,1
store_19,CL12722211616,1
store_19,CL12663009404,1
store_19,CL12726400204,1
store_19,CL12722500204,1
store_19,CL12722500206,1
store_19,CL12722600306,1
store_19,CL12817500216,1
store_19,CL12582602810,1
store_19,CL12830703814,1
store_19,CL12725900218,1
store_19,CL12725900210,1
store_19,CL12722800204,1
store_19,CL12725811908,1
store_19,CL12725811904,1
store_19,CL12738307318,1
store_19,CL12720210008,1
store_19,CL12730711404,1
store_19,CL12738407316,1
store_19,CL12605401610,1
store_19,CL12717411518,1
store_19,CL12717411716,1
store_19,CL12632202618,1
store_19,CL12738502606,1
store_19,CL12738102604,1
store_19,CL12664410314,1
store_19,CL12632607316,1
store_19,CL12717503316,1
store_19,CL12717503318,1
store_19,CL12717511406,1
store_19,CL12717511410,1
store_19,CL12717511420,1
store_19,CL12717101810,1
store_19,CL12737700504,1
store_19,CL12737601620,1
store_19,CL12717611816,1
store_19,CL12818304706,1
store_19,CL12717803406,1
store_19,CL12736900204,1
store_19,CL12717807112,1
store_19,CL12717900208,1
store_19,CL12735808118,1
store_19,CL12718000208,1
store_19,CL12718000212,1
store_19,CL12639703204,1
store_19,CL12717906306,1
store_19,CL12735312214,1
store_19,CL12637512206,1
store_19,CL12717300510,1
store_19,CL12738511912,1
store_19,CL12577311204,1
store_19,CL12738711216,1
store_19,CL12647011016,1
store_19,CL12540401906,1
store_19,CL12745702816,1
store_19,CL12618309414,1
store_19,CL12716310108,1
store_19,CL12745602816,1
store_19,CL12767104710,1
store_19,CL12817600216,1
store_19,CL12950400216,1
store_19,CL12716409412,1
store_19,CL12705300210,1
store_19,CL12902214108,1
store_19,CL1676507904,1
store_19,CL12716500516,1
store_19,CL12564900208,1
store_19,CL12716510114,1
store_19,CL12743001406,1
store_19,CL12717000512,1
store_19,CL12743001404,1
store_19,CL12742604712,1
store_19,CL12717101804,1
store_19,CL12717101812,1
store_19,CL12717109418,1
store_19,CL12802000206,1
store_19,CL12717111514,1
store_19,CL12728511706,1
store_19,CL12609201420,1
store_19,CL12720200320,1
store_19,CL12738711218,1
store_19,CL12735311304,1
store_19,CL12735311216,1
store_19,CL12730600204,1
store_19,CL12732808112,1
store_19,CL12732601620,1
store_19,CL12732601518,1
store_19,CL12732601514,1
store_19,CL12732600204,1
store_19,CL12732511214,1
store_19,CL12663810306,1
store_19,CL12719400504,1
store_19,CL12570800806,1
store_19,CL12719500504,1
store_19,CL12732412216,1
store_19,CL12732300612,1
store_19,CL12764000204,1
store_19,CL12719702804,1
store_19,CL12732100216,1
store_19,CL12732100212,1
store_19,CL12719805914,1
store_19,CL12732007304,1
store_19,CL12720004006,1
store_19,CL12732006012,1
store_19,CL12732006008,1
store_19,CL12732006006,1
store_19,CL12731800210,1
store_19,CL12720200304,1
store_19,CL12929500520,1
store_19,CL12720200314,1
store_19,CL12731601616,1
store_19,CL12662807314,1
store_19,CL12718106718,1
store_19,CL12731412420,1
store_19,CL12732607304,1
store_19,CL12732808118,1
store_19,CL12735302016,1
store_19,CL12713200204,1
store_19,CL12601102016,1
store_19,CL12718108016,1
store_19,CL12718108018,1
store_19,CL12610800514,1
store_19,CL12718200208,1
store_19,CL12601102004,1
store_19,CL12735001604,1
store_19,CL12734801618,1
store_19,CL12731300618,1
store_19,CL12718311204,1
store_19,CL12734801608,1
store_19,CL12718605906,1
store_19,CL12718705906,1
store_19,CL12734701904,1
store_19,CL12718705916,1
store_19,CL12734700804,1
store_19,CL12728312806,1
store_19,CL12734700520,1
store_19,CL12718911120,1
store_19,CL12707911120,1
store_19,CL12931700520,1
store_19,CL12718900220,1
store_19,CL12734700518,1
store_19,CL12904805806,1
store_19,CL12734302316,1
store_19,CL12718705904,1
store_19,CL12718605904,1
store_19,CL12733211910,1
store_19,CL12814100206,1
store_19,CL12659000208,1
store_19,CL12703900510,1
store_19,CL12605606806,1
store_19,CL12667300214,1
store_19,CL12666703810,1
store_19,CL12663109418,1
store_19,CL12666703818,1
store_19,CL12667000514,1
store_19,CL12839604718,1
store_19,CL12934000414,1
store_19,CL12839600520,1
store_19,CL12839500218,1
store_19,CL12925100416,1
store_19,CL12839401718,1
store_19,CL12667107316,1
store_19,CL12667200214,1
store_19,CL12828300214,1
store_19,CL12658406616,1
store_19,CL12661600206,1
store_19,CL12932400206,1
store_19,CL12667303718,1
store_19,CL12622600416,1
store_19,CL12932400216,1
store_19,CL12843700716,1
store_19,CL12839000516,1
store_19,CL12667608204,1
store_19,CL12667600506,1
store_19,CL12838900516,1
store_19,CL12835900510,1
store_19,CL12837600510,1
store_19,CL12836800210,1
store_19,CL12667608206,1
store_19,CL12837500510,1
store_19,CL12835900214,1
store_19,CL12666700218,1
store_19,CL12839811706,1
store_19,CL12737706520,1
store_19,CL12564801414,1
store_19,CL12841505414,1
store_19,CL12664310308,1
store_19,CL12664406410,1
store_19,CL12653900514,1
store_19,CL12731705904,1
store_19,CL12640808218,1
store_19,CL12622402312,1
store_19,CL12930000204,1
store_19,CL12664700218,1
store_19,CL12664706118,1
store_19,CL12663100504,1
store_19,CL12665200204,1
store_19,CL12665304706,1
store_19,CL12665400206,1
store_19,CL12665400208,1
store_19,CL12840305916,1
store_19,CL12665507318,1
store_19,CL12444500516,1
store_19,CL12840305914,1
store_19,CL12665907310,1
store_19,CL12746700214,1
store_19,CL12666206414,1
store_19,CL12666410318,1
store_19,CL12666503816,1
store_19,CL12617603008,1
store_19,CL12840001718,1
store_19,CL12839901716,1
store_19,CL12723903308,1
store_19,CL126665801216,1
store_19,CL12720200306,1
store_19,CL12836401914,1
store_19,CL12668000218,1
store_19,CL12659400210,1
store_19,CL12830703806,1
store_19,CL12669000412,1
store_19,CL12669000414,1
store_19,CL12830600212,1
store_19,CL12830500512,1
store_19,CL12807013716,1
store_19,CL12807000216,1
store_19,CL12722211504,1
store_19,CL12742701306,1
store_19,CL12669401904,1
store_19,CL12722001304,1
store_19,CL12901101314,1
store_19,CL12830400216,1
store_19,CL12603902314,1
store_19,CL12830400210,1
store_19,CL12669800210,1
store_19,CL12669904706,1
store_19,CL12830000514,1
store_19,CL12811404210,1
store_19,CL12830000508,1
store_19,CL12828500214,1
store_19,CL12828500206,1
store_19,CL12670001306,1
store_19,CL12670001308,1
store_19,CL12828401516,1
store_19,CL12828401508,1
store_19,CL12828300510,1
store_19,CL12828300506,1
store_19,CL12830600506,1
store_19,CL12830703810,1
store_19,CL12830600516,1
store_19,CL12835700414,1
store_19,CL12830800516,1
store_19,CL12835600414,1
store_19,CL12668011210,1
store_19,CL12831300516,1
store_19,CL12668012210,1
store_19,CL12668013004,1
store_19,CL12831200514,1
store_19,CL12836800214,1
store_19,CL12668013016,1
store_19,CL12835500208,1
store_19,CL12833502600,1
store_19,CL12723903314,1
store_19,CL12668011208,1
store_19,CL12833300700,1
store_19,CL12831700210,1
store_19,CL12717411020,1
store_19,CL12904204716,1
store_19,CL12831600518,1
store_19,CL12831700218,1
store_19,CL12831500508,1
store_19,CL12727904416,1
store_19,CL12831700506,1
store_19,CL12831200212,1
store_19,CL12711011710,1
store_19,CL12831300212,1
store_19,CL12831600510,1
store_19,CL12657800712,1
store_19,CL12668801514,1
store_19,CL12768307304,1
store_19,CL12668902212,1
store_19,CL12841500216,1
store_19,CL12841605916,1
store_19,CL12780200208,1
store_19,CL12858305700,1
store_19,CL12658700214,1
store_19,CL12926600714,1
store_19,CL12857101300,1
store_19,CL12659000206,1
store_19,CL12659000210,1
store_19,CL12738800504,1
store_19,CL12933907304,1
store_19,CL12856700700,1
store_19,CL12758501310,1
store_19,CL12424500306,1
store_19,CL12659903016,1
store_19,CL12854901300,1
store_19,CL12854900700,1
store_19,CL12854401400,1
store_19,CL12661305906,1
store_19,CL12661500210,1
store_19,CL12661500418,1
store_19,CL12622600212,1
store_19,CL12662601206,1
store_19,CL12661600406,1
store_19,CL12854101300,1
store_19,CL12854100700,1
store_19,CL12853601300,1
store_19,CL12661800220,1
store_19,CL12662000216,1
store_19,CL12853401300,1
store_19,CL12662000516,1
store_19,CL12853400700,1
store_19,CL12662203814,1
store_19,CL12658700206,1
store_19,CL12658500516,1
store_19,CL12852801300,1
store_19,CL12858901300,1
store_19,CL12655402814,1
store_19,CL12655402312,1
store_19,CL12902713916,1
store_19,CL12655600206,1
store_19,CL12902214104,1
store_19,CL12805303014,1
store_19,CL12641200512,1
store_19,CL12900400216,1
store_19,CL12900400206,1
store_19,CL12900204720,1
store_19,CL12549700206,1
store_19,CL12930000212,1
store_19,CL12656700206,1
store_19,CL12940500716,1
store_19,CL12656800206,1
store_19,CL12840400214,1
store_19,CL12700800416,1
store_19,CL12860502600,1
store_19,CL12939709408,1
store_19,CL12860301300,1
store_19,CL12860000700,1
store_19,CL12657600206,1
store_19,CL12859600700,1
store_19,CL12657601314,1
store_19,CL12858801300,1
store_19,CL12658306212,1
store_19,CL12535006506,1
store_19,CL12858700700,1
store_19,CL12850100700,1
store_19,CL12662300412,1
store_19,CL12662300418,1
store_19,CL12838900412,1
store_19,CL12843500512,1
store_19,CL12663501510,1
store_19,CL12843600512,1
store_19,CL12663511016,1
store_19,CL12663600206,1
store_19,CL12843500508,1
store_19,CL12843600508,1
store_19,CL12663600512,1
store_19,CL12843500506,1
store_19,CL12737700516,1
store_19,CL12663600516,1
store_19,CL12749000516,1
store_19,CL12932601404,1
store_19,CL12930901412,1
store_19,CL12639603210,1
store_19,CL12634800518,1
store_19,CL12929900206,1
store_19,CL12950400514,1
store_19,CL12843000516,1
store_19,CL12763800220,1
store_19,CL12842901514,1
store_19,CL12664200420,1
store_19,CL12842801414,1
store_19,CL12933200516,1
store_19,CL12671002504,1
store_19,CL12673103710,1
store_19,CL12661600414,1
store_19,CL12842311212,1
store_19,CL12664206120,1
store_19,CL12762506404,1
store_19,CL12663404716,1
store_19,CL12663300214,1
store_19,CL12858601300,1
store_19,CL12622801614,1
store_19,CL12851100700,1
store_19,CL12654900216,1
store_19,CL12851001300,1
store_19,CL12850701300,1
store_19,CL12850301300,1
store_19,CL12776006108,1
store_19,CL12663000520,1
store_19,CL128563000,1
store_19,CL12849501300,1
store_19,CL12663111516,1
store_19,CL12849301300,1
store_19,CL12825600506,1
store_19,CL12663100218,1
store_19,CL12663100518,1
store_19,CL12854700700,1
store_19,CL12939802316,1
store_19,CL12663109404,1
store_19,CL12939701712,1
store_19,CL12906101308,1
store_19,CL12663109412,1
store_19,CL12619000216,1
store_19,CL12940110112,1
store_19,CL12847000516,1
store_19,CL12843800212,1
store_19,CL12843800208,1
store_19,CL12663111520,1
store_19,CL12843800204,1
store_19,CL12843700504,1
store_19,CL12557202112,1
store_19,CL12830600206,1
store_19,CL12828300216,1
store_19,CL12857700700,1
store_19,CL12853600700,1
store_19,CL12719302804,1
store_19,CL12750311916,1
store_19,CL12926700418,1
store_19,CL12717109414,1
store_19,CL12675010708,1
store_19,CL12802700514,1
store_19,CL12950400512,1
store_19,CL12802400206,1
store_19,CL12802000212,1
store_19,CL12801700216,1
store_19,CL12675600210,1
store_19,CL12801700210,1
store_19,CL12842801412,1
store_19,CL12924200214,1
store_19,CL12801400514,1
store_19,CL12828200218,1
store_19,CL12554701406,1
store_19,CL12676800606,1
store_19,CL12801300220,1
store_19,CL12801300218,1
store_19,CL12930000214,1
store_19,CL12676708216,1
store_19,CL12757800216,1
store_19,CL12799504720,1
store_19,CL12677000506,1
store_19,CL12460601420,1
store_19,CL12460108118,1
store_19,CL12799501518,1
store_19,CL12933901414,1
store_19,CL12784600200,1
store_19,CL12901500206,1
store_19,CL12804003804,1
store_19,CL12804003816,1
store_19,CL12460108116,1
store_19,CL12931311220,1
store_19,CL12817613916,1
store_19,CL12718108020,1
store_19,CL12672803718,1
store_19,CL12750311918,1
store_19,CL12673007320,1
store_19,CL12725906006,1
store_19,CL12805600206,1
store_19,CL12736900216,1
store_19,CL12673015208,1
store_19,CL12805303016,1
store_19,CL12654904706,1
store_19,CL12759513018,1
store_19,CL12664500220,1
store_19,CL12673411806,1
store_19,CL12673411816,1
store_19,CL12805303006,1
store_19,CL12555001306,1
store_19,CL12932400508,1
store_19,CL12804609806,1
store_19,CL12804609804,1
store_19,CL12930800512,1
store_19,CL12670911116,1
store_19,CL12674200206,1
store_19,CL12804400406,1
store_19,CL12674200514,1
store_19,CL12804311704,1
store_19,CL126743004018,1
store_19,CL12608500210,1
store_19,CL12677302812,1
store_19,CL12638302214,1
store_19,CL12677302806,1
store_19,CL12738511916,1
store_19,CL12738502618,1
store_19,CL12700310304,1
store_19,CL12797400210,1
store_19,CL12797400206,1
store_19,CL12797204718,1
store_19,CL12700800210,1
store_19,CL12700800212,1
store_19,CL12797011904,1
store_19,CL12797000204,1
store_19,CL12818304716,1
store_19,CL12815904704,1
store_19,CL12796201300,1
store_19,CL12560402506,1
store_19,CL12461900510,1
store_19,CL12718200216,1
store_19,CL12794501300,1
store_19,CL12701300206,1
store_19,CL12717803404,1
store_19,CL12701600204,1
store_19,CL12701600218,1
store_19,CL12712900212,1
store_19,CL12841600516,1
store_19,CL12638302814,1
store_19,CL12792301300,1
store_19,CL12791601300,1
store_19,CL12728312810,1
store_19,CL12703700512,1
store_19,CL12703703016,1
store_19,CL12709803008,1
store_19,CL12632202620,1
store_19,CL12635200220,1
store_19,CL12797011920,1
store_19,CL12797406416,1
store_19,CL12816104720,1
store_19,CL12619604416,1
store_19,CL12677600208,1
store_19,CL12718306714,1
store_19,CL12905706914,1
store_19,CL12842801406,1
store_19,CL12677702808,1
store_19,CL12798800416,1
store_19,CL12798800404,1
store_19,CL12930800514,1
store_19,CL12728611204,1
store_19,CL12925104718,1
store_19,CL12827700706,1
store_19,CL12797906406,1
store_19,CL12797906404,1
store_19,CL12601700514,1
store_19,CL12797806416,1
store_19,CL12601700214,1
store_19,CL12797800204,1
store_19,CL12927209420,1
store_19,CL12925100418,1
store_19,CL12677903208,1
store_19,CL12817100218,1
store_19,CL12792200700,1
store_19,CL12677910512,1
store_19,CL12677910514,1
store_19,CL12700300212,1
store_19,CL12700300214,1
store_19,CL12700300216,1
store_19,CL12931700220,1
store_19,CL12932400220,1
store_19,CL12673015210,1
store_19,CL12670911212,1
store_19,CL12817613920,1
store_19,CL12817513910,1
store_19,CL12670912104,1
store_19,CL12817500214,1
store_19,CL12817500206,1
store_19,CL12670912120,1
store_19,CL12670912220,1
store_19,CL12713007120,1
store_19,CL12671000220,1
store_19,CL12816900204,1
store_19,CL12671200208,1
store_19,CL12827700714,1
store_19,CL12816604716,1
store_19,CL12815900206,1
store_19,CL12700800412,1
store_19,CL12816306404,1
store_19,CL12671400516,1
store_19,CL12820400416,1
store_19,CL12664706108,1
store_19,CL12797806420,1
store_19,CL12671410116,1
store_19,CL12466900420,1
store_19,CL12672002012,1
store_19,CL12816111906,1
store_19,CL12816104716,1
store_19,CL12784813118,1
store_19,CL12900100220,1
store_19,CL12816104706,1
store_19,CL12790501400,1
store_19,CL12670911404,1
store_19,CL12670909420,1
store_19,CL12672101506,1
store_19,CL12818300410,1
store_19,CL12828104716,1
store_19,CL12670601312,1
store_19,CL12841311306,1
store_19,CL12827800206,1
store_19,CL12670812414,1
store_19,CL12732800206,1
store_19,CL12804513004,1
store_19,CL12549908110,1
store_19,CL12827400716,1
store_19,CL12827400708,1
store_19,CL12827400706,1
store_19,CL12670904420,1
store_19,CL12929800220,1
store_19,CL12549100406,1
store_19,CL12637103722,1
store_19,CL12901500216,1
store_19,CL12619100404,1
store_19,CL12670909414,1
store_19,CL12805004716,1
store_19,CL12924500204,1
store_19,CL12627900812,1
store_19,CL12627900814,1
store_19,CL12670909416,1
store_19,CL12670902316,1
store_19,CL12818700216,1
store_19,CL12711305918,1
store_19,CL12797806412,1
store_19,CL12712807120,1
store_19,CL12818400408,1
store_19,CL12672100506,1
store_19,CL12797900208,1
store_19,CL12806800206,1
store_19,CL12554600214,1
store_19,CL12665907314,1
store_19,CL12808009816,1
store_19,CL12808009812,1
store_19,CL12808009808,1
store_19,CL12672801404,1
store_19,CL12807706116,1
store_19,CL12807700412,1
store_19,CL12672801414,1
store_19,CL12672801416,1
store_19,CL12807506212,1
store_19,CL12827600706,1
store_19,CL12807606208,1
store_19,CL12807606206,1
store_19,CL12807600416,1
store_19,CL12807500416,1
store_19,CL12672804418,1
store_19,CL12672804420,1
